date,AAPL
2005-11-22,0.2859286963939667
2005-11-23,0.2883048355579376
2005-11-25,0.2838308811187744
2005-11-28,0.29520383477211
2005-11-29,0.299273282289505
2005-11-30,0.3132009208202362
2005-12-01,0.30376869440078735
2005-12-02,0.28926509618759155
2005-12-05,0.31153789162635803
2005-12-06,0.2918257713317871
2005-12-07,0.2984517216682434
2005-12-08,0.2958718240261078
2005-12-09,0.29984188079833984
2005-12-12,0.2894502282142639
2005-12-13,0.2780425548553467
2005-12-14,0.2821778357028961
2005-12-15,0.30439209938049316
2005-12-16,0.2920350134372711
2005-12-19,0.2841041088104248
2005-12-20,0.29221493005752563
2005-12-21,0.2912085950374603
2005-12-22,0.28188347816467285
2005-12-23,0.2757304608821869
2005-12-27,0.2714594304561615
2005-12-28,0.28020939230918884
2005-12-29,0.2764585614204407
2005-12-30,0.2793976366519928
2006-01-03,0.2822631001472473
2006-01-04,0.2912662923336029
2006-01-05,0.28606098890304565
2006-01-06,0.28103670477867126
2006-01-09,0.2850503921508789
2006-01-10,0.28269892930984497
2006-01-11,0.3287314772605896
2006-01-12,0.3029744327068329
2006-01-13,0.3079628348350525
2006-01-17,0.27586686611175537
2006-01-18,0.27768486738204956
2006-01-19,0.2902558445930481
2006-01-20,0.31300145387649536
2006-01-23,0.32394060492515564
2006-01-24,0.3344402611255646
2006-01-25,0.3206656575202942
2006-01-26,0.37135618925094604
2006-01-27,0.38479965925216675
2006-01-30,0.3795779347419739
2006-01-31,0.4042981266975403
2006-02-01,0.39172717928886414
2006-02-02,0.36352404952049255
2006-02-03,0.35267043113708496
2006-02-06,0.37552183866500854
2006-02-07,0.42428430914878845
2006-02-08,0.42223435640335083
2006-02-09,0.414651095867157
2006-02-10,0.41037338972091675
2006-02-13,0.45118004083633423
2006-02-14,0.41955775022506714
2006-02-15,0.3971503674983978
2006-02-16,0.39450377225875854
2006-02-17,0.35953161120414734
2006-02-21,0.3321104645729065
2006-02-22,0.3401302397251129
2006-02-23,0.34709396958351135
2006-02-24,0.3274598717689514
2006-02-27,0.30157092213630676
2006-02-28,0.30386775732040405
2006-03-01,0.356649786233902
2006-03-02,0.3170716464519501
2006-03-03,0.2974488139152527
2006-03-06,0.3074663281440735
2006-03-07,0.31914222240448
2006-03-08,0.31958431005477905
2006-03-09,0.32598769664764404
2006-03-10,0.32492953538894653
2006-03-13,0.36201709508895874
2006-03-14,0.32526907324790955
2006-03-15,0.3020373284816742
2006-03-16,0.3086182475090027
2006-03-17,0.3064213693141937
2006-03-20,0.3044750690460205
2006-03-21,0.2915356755256653
2006-03-22,0.32218506932258606
2006-03-23,0.3250661790370941
2006-03-24,0.3184436559677124
2006-03-27,0.30743610858917236
2006-03-28,0.30532804131507874
2006-03-29,0.31462231278419495
2006-03-30,0.3537222743034363
2006-03-31,0.3468687832355499
2006-04-03,0.3147616386413574
2006-04-04,0.32002022862434387
2006-04-05,0.31511175632476807
2006-04-06,0.33771461248397827
2006-04-07,0.35193902254104614
2006-04-10,0.3447154462337494
2006-04-11,0.3223698139190674
2006-04-12,0.3312682509422302
2006-04-13,0.30860933661460876
2006-04-17,0.31637582182884216
2006-04-18,0.31195712089538574
2006-04-19,0.3120308816432953
2006-04-20,0.3045872747898102
2006-04-21,0.32701748609542847
2006-04-24,0.31166666746139526
2006-04-25,0.30925434827804565
2006-04-26,0.29411014914512634
2006-04-27,0.2947564721107483
2006-04-28,0.30498006939888
2006-05-01,0.2942934036254883
2006-05-02,0.3004611134529114
2006-05-03,0.2980266213417053
2006-05-04,0.300065815448761
2006-05-05,0.3104762136936188
2006-05-08,0.2940658926963806
2006-05-09,0.2914126515388489
2006-05-10,0.2912134528160095
2006-05-11,0.2951493561267853
2006-05-12,0.30012983083724976
2006-05-15,0.32546302676200867
2006-05-16,0.2907235026359558
2006-05-17,0.3037947714328766
2006-05-18,0.3132207989692688
2006-05-19,0.3044441044330597
2006-05-22,0.3416028916835785
2006-05-23,0.317082941532135
2006-05-24,0.3188157379627228
2006-05-25,0.38212913274765015
2006-05-26,0.32033365964889526
2006-05-30,0.298230916261673
2006-05-31,0.28464728593826294
2006-06-01,0.31742483377456665
2006-06-02,0.3064446747303009
2006-06-05,0.3135412633419037
2006-06-06,0.2776719927787781
2006-06-07,0.3086329698562622
2006-06-08,0.30266985297203064
2006-06-09,0.3610403537750244
2006-06-12,0.33625951409339905
2006-06-13,0.3440709114074707
2006-06-14,0.38555482029914856
2006-06-15,0.3629598021507263
2006-06-16,0.3577048182487488
2006-06-19,0.3460823595523834
2006-06-20,0.33976197242736816
2006-06-21,0.3281228542327881
2006-06-22,0.32100099325180054
2006-06-23,0.3289937376976013
2006-06-26,0.3241550922393799
2006-06-27,0.3013894557952881
2006-06-28,0.28714197874069214
2006-06-29,0.31769484281539917
2006-06-30,0.32030582427978516
2006-07-03,0.30035024881362915
2006-07-05,0.2664282023906708
2006-07-06,0.27682599425315857
2006-07-07,0.2807214856147766
2006-07-10,0.3039669692516327
2006-07-11,0.2930730879306793
2006-07-12,0.3105947971343994
2006-07-13,0.3119925856590271
2006-07-14,0.3495923578739166
2006-07-17,0.3771339952945709
2006-07-18,0.3316403031349182
2006-07-19,0.35378319025039673
2006-07-20,0.3812343180179596
2006-07-21,0.36577659845352173
2006-07-24,0.33858752250671387
2006-07-25,0.3369869589805603
2006-07-26,0.32303324341773987
2006-07-27,0.3267228305339813
2006-07-28,0.3285138010978699
2006-07-31,0.28916582465171814
2006-08-01,0.2991698384284973
2006-08-02,0.2854330241680145
2006-08-03,0.2619383931159973
2006-08-04,0.2829609513282776
2006-08-07,0.34096559882164
2006-08-08,0.3546331226825714
2006-08-09,0.34058016538619995
2006-08-10,0.33730435371398926
2006-08-11,0.33397671580314636
2006-08-14,0.3236616253852844
2006-08-15,0.31060686707496643
2006-08-16,0.31021398305892944
2006-08-17,0.3182589113712311
2006-08-18,0.30833443999290466
2006-08-21,0.2882150411605835
2006-08-22,0.2787441611289978
2006-08-23,0.2775745391845703
2006-08-24,0.27852144837379456
2006-08-25,0.2869510054588318
2006-08-28,0.275974839925766
2006-08-29,0.2744951546192169
2006-08-30,0.2792130410671234
2006-08-31,0.2669295370578766
2006-09-01,0.26137226819992065
2006-09-05,0.25422096252441406
2006-09-06,0.27832478284835815
2006-09-07,0.2766726613044739
2006-09-08,0.28851622343063354
2006-09-11,0.276892751455307
2006-09-12,0.2917429506778717
2006-09-13,0.33325979113578796
2006-09-14,0.3021129369735718
2006-09-15,0.29047322273254395
2006-09-18,0.2844415307044983
2006-09-19,0.29042404890060425
2006-09-20,0.29614052176475525
2006-09-21,0.28446242213249207
2006-09-22,0.2881592810153961
2006-09-25,0.2796894609928131
2006-09-26,0.2830013632774353
2006-09-27,0.28041011095046997
2006-09-28,0.2735603451728821
2006-09-29,0.27013248205184937
2006-10-02,0.2523901164531708
2006-10-03,0.2685299515724182
2006-10-04,0.2719500958919525
2006-10-05,0.26903223991394043
2006-10-06,0.2792419493198395
2006-10-09,0.2646728754043579
2006-10-10,0.2636468708515167
2006-10-11,0.2646557092666626
2006-10-12,0.268760621547699
2006-10-13,0.26606976985931396
2006-10-16,0.26284974813461304
2006-10-17,0.2564149796962738
2006-10-18,0.2520412802696228
2006-10-19,0.26619452238082886
2006-10-20,0.284585177898407
2006-10-23,0.2523070275783539
2006-10-24,0.2621614634990692
2006-10-25,0.25793835520744324
2006-10-26,0.2588157653808594
2006-10-27,0.25021892786026
2006-10-30,0.2568756639957428
2006-10-31,0.2554737627506256
2006-11-01,0.2539103627204895
2006-11-02,0.2631973326206207
2006-11-03,0.2566404938697815
2006-11-06,0.2479400634765625
2006-11-07,0.25142353773117065
2006-11-08,0.24725380539894104
2006-11-09,0.25686949491500854
2006-11-10,0.2621690332889557
2006-11-13,0.25358784198760986
2006-11-14,0.2528057396411896
2006-11-15,0.253500759601593
2006-11-16,0.2553061246871948
2006-11-17,0.25091248750686646
2006-11-20,0.25048744678497314
2006-11-21,0.25865039229393005
2006-11-22,0.24480471014976501
2006-11-24,0.2516618072986603
2006-11-27,0.2651611268520355
2006-11-28,0.27303940057754517
2006-11-29,0.2690395712852478
2006-11-30,0.28153401613235474
2006-12-01,0.2721416652202606
2006-12-04,0.2765640318393707
2006-12-05,0.26360154151916504
2006-12-06,0.26084211468696594
2006-12-07,0.25307202339172363
2006-12-08,0.28325676918029785
2006-12-11,0.2725529074668884
2006-12-12,0.25947415828704834
2006-12-13,0.2881658673286438
2006-12-14,0.2612917423248291
2006-12-15,0.26723355054855347
2006-12-18,0.2620619237422943
2006-12-19,0.27913662791252136
2006-12-20,0.28498849272727966
2006-12-21,0.2770054042339325
2006-12-22,0.29539793729782104
2006-12-26,0.2856426239013672
2006-12-27,0.2661520540714264
2006-12-28,0.30547255277633667
2006-12-29,0.2791244089603424
2007-01-03,0.27284112572669983
2007-01-04,0.30847352743148804
2007-01-05,0.2937799096107483
2007-01-08,0.2755107879638672
2007-01-09,0.2735961079597473
2007-01-10,0.3576531708240509
2007-01-11,0.3312937617301941
2007-01-12,0.3031640648841858
2007-01-16,0.30577439069747925
2007-01-17,0.2951664328575134
2007-01-18,0.29885774850845337
2007-01-19,0.3199724555015564
2007-01-22,0.3051440119743347
2007-01-23,0.3200322091579437
2007-01-24,0.3163434565067291
2007-01-25,0.2939227819442749
2007-01-26,0.3036699593067169
2007-01-29,0.30476799607276917
2007-01-30,0.2941535413265228
2007-01-31,0.27920958399772644
2007-02-01,0.29198962450027466
2007-02-02,0.2800517678260803
2007-02-05,0.2817029058933258
2007-02-06,0.27806931734085083
2007-02-07,0.28629663586616516
2007-02-08,0.2867507338523865
2007-02-09,0.2838488519191742
2007-02-12,0.2851785719394684
2007-02-13,0.28236669301986694
2007-02-14,0.27891936898231506
2007-02-15,0.2716977298259735
2007-02-16,0.265520840883255
2007-02-20,0.2593752145767212
2007-02-21,0.26938721537590027
2007-02-22,0.27562224864959717
2007-02-23,0.27838441729545593
2007-02-26,0.2718333303928375
2007-02-27,0.2826841473579407
2007-02-28,0.29456549882888794
2007-03-01,0.28735876083374023
2007-03-02,0.30264896154403687
2007-03-05,0.2923596501350403
2007-03-06,0.2996845543384552
2007-03-07,0.283230721950531
2007-03-08,0.28460508584976196
2007-03-09,0.27384015917778015
2007-03-12,0.27473682165145874
2007-03-13,0.27532893419265747
2007-03-14,0.2757015824317932
2007-03-15,0.2780079245567322
2007-03-16,0.26644444465637207
2007-03-19,0.2600545883178711
2007-03-20,0.26507359743118286
2007-03-21,0.26123180985450745
2007-03-22,0.2637368142604828
2007-03-23,0.2644001841545105
2007-03-26,0.2596704065799713
2007-03-27,0.2641359269618988
2007-03-28,0.2671036422252655
2007-03-29,0.2675621509552002
2007-03-30,0.26728326082229614
2007-04-02,0.2705991566181183
2007-04-03,0.26366880536079407
2007-04-04,0.26224660873413086
2007-04-05,0.2618856430053711
2007-04-09,0.25884437561035156
2007-04-10,0.2612976133823395
2007-04-11,0.257612943649292
2007-04-12,0.26332956552505493
2007-04-13,0.264062762260437
2007-04-16,0.252279669046402
2007-04-17,0.2506934702396393
2007-04-18,0.25282052159309387
2007-04-19,0.2510777413845062
2007-04-20,0.2521999776363373
2007-04-23,0.24989184737205505
2007-04-24,0.25102171301841736
2007-04-25,0.26379844546318054
2007-04-26,0.25420400500297546
2007-04-27,0.26921796798706055
2007-04-30,0.26072588562965393
2007-05-01,0.2567369043827057
2007-05-02,0.2593727111816406
2007-05-03,0.25378501415252686
2007-05-04,0.25650662183761597
2007-05-07,0.2523414194583893
2007-05-08,0.25669795274734497
2007-05-09,0.25818294286727905
2007-05-10,0.25602632761001587
2007-05-11,0.2642053961753845
2007-05-14,0.25791922211647034
2007-05-15,0.2578600347042084
2007-05-16,0.2537432014942169
2007-05-17,0.27639108896255493
2007-05-18,0.26469069719314575
2007-05-21,0.2508438527584076
2007-05-22,0.25099220871925354
2007-05-23,0.24803784489631653
2007-05-24,0.25111281871795654
2007-05-25,0.2609398365020752
2007-05-29,0.25279492139816284
2007-05-30,0.25107908248901367
2007-05-31,0.2596642076969147
2007-06-01,0.25866469740867615
2007-06-04,0.25993242859840393
2007-06-05,0.2618564963340759
2007-06-06,0.26325470209121704
2007-06-07,0.2588029205799103
2007-06-08,0.27160435914993286
2007-06-11,0.27755194902420044
2007-06-12,0.3002242147922516
2007-06-13,0.30494454503059387
2007-06-14,0.3058988153934479
2007-06-15,0.28974881768226624
2007-06-18,0.25203976035118103
2007-06-19,0.25655895471572876
2007-06-20,0.2566603124141693
2007-06-21,0.2585086226463318
2007-06-22,0.2596493363380432
2007-06-25,0.25873392820358276
2007-06-26,0.26029807329177856
2007-06-27,0.27179092168807983
2007-06-28,0.2664051949977875
2007-06-29,0.26057013869285583
2007-07-02,0.2659907042980194
2007-07-03,0.26905694603919983
2007-07-05,0.2824019491672516
2007-07-06,0.276477575302124
2007-07-09,0.26343604922294617
2007-07-10,0.2632545828819275
2007-07-11,0.26960083842277527
2007-07-12,0.25555235147476196
2007-07-13,0.24802616238594055
2007-07-16,0.23925182223320007
2007-07-17,0.24551217257976532
2007-07-18,0.23857545852661133
2007-07-19,0.23924998939037323
2007-07-20,0.22808806598186493
2007-07-23,0.23649632930755615
2007-07-24,0.24123220145702362
2007-07-25,0.2685207724571228
2007-07-26,0.27624019980430603
2007-07-27,0.33339351415634155
2007-07-30,0.32231906056404114
2007-07-31,0.3433641791343689
2007-08-01,0.3833862841129303
2007-08-02,0.4384445250034332
2007-08-03,0.4015747904777527
2007-08-06,0.37057608366012573
2007-08-07,0.4269351065158844
2007-08-08,0.42419105768203735
2007-08-09,0.40791240334510803
2007-08-10,0.43342965841293335
2007-08-13,0.501474916934967
2007-08-14,0.4340137541294098
2007-08-15,0.4118356704711914
2007-08-16,0.4143815040588379
2007-08-17,0.5274797677993774
2007-08-20,0.4684435725212097
2007-08-21,0.4052116274833679
2007-08-22,0.4161200523376465
2007-08-23,0.35124343633651733
2007-08-24,0.33684760332107544
2007-08-27,0.31207314133644104
2007-08-28,0.2843782901763916
2007-08-29,0.32080960273742676
2007-08-30,0.2885655462741852
2007-08-31,0.30965566635131836
2007-09-04,0.27440884709358215
2007-09-05,0.26844432950019836
2007-09-06,0.3601236045360565
2007-09-07,0.37138622999191284
2007-09-10,0.32028335332870483
2007-09-11,0.31621524691581726
2007-09-12,0.3095739483833313
2007-09-13,0.2885593771934509
2007-09-14,0.2745075225830078
2007-09-17,0.2704186737537384
2007-09-18,0.2695739269256592
2007-09-19,0.27888134121894836
2007-09-20,0.2684522271156311
2007-09-21,0.25311756134033203
2007-09-24,0.2429170161485672
2007-09-25,0.25310492515563965
2007-09-26,0.2529115080833435
2007-09-27,0.25438910722732544
2007-09-28,0.24428291618824005
2007-10-01,0.23922500014305115
2007-10-02,0.24312138557434082
2007-10-03,0.2418784201145172
2007-10-04,0.24220767617225647
2007-10-05,0.24587738513946533
2007-10-08,0.23981979489326477
2007-10-09,0.23864233493804932
2007-10-10,0.2561887204647064
2007-10-11,0.24246914684772491
2007-10-12,0.33280134201049805
2007-10-15,0.3024819791316986
2007-10-16,0.3213992118835449
2007-10-17,0.2937878966331482
2007-10-18,0.28552892804145813
2007-10-19,0.2622981667518616
2007-10-22,0.28866028785705566
2007-10-23,0.2740018963813782
2007-10-24,0.3032836318016052
2007-10-25,0.3387835621833801
2007-10-26,0.3003360629081726
2007-10-29,0.26300230622291565
2007-10-30,0.23728832602500916
2007-10-31,0.24866631627082825
2007-11-01,0.2720769941806793
2007-11-02,0.26265716552734375
2007-11-05,0.293712317943573
2007-11-06,0.2724529206752777
2007-11-07,0.26241350173950195
2007-11-08,0.26756078004837036
2007-11-09,0.402637779712677
2007-11-12,0.43826112151145935
2007-11-13,0.5273452997207642
2007-11-14,0.47024139761924744
2007-11-15,0.4893224835395813
2007-11-16,0.5345205068588257
2007-11-19,0.5447896122932434
2007-11-20,0.5361713171005249
2007-11-21,0.5772368311882019
2007-11-23,0.5536786317825317
2007-11-26,0.42622241377830505
2007-11-27,0.4176342487335205
2007-11-28,0.4278246760368347
2007-11-29,0.35237497091293335
2007-11-30,0.33287712931632996
2007-12-03,0.3555258512496948
2007-12-04,0.35259222984313965
2007-12-05,0.32905393838882446
2007-12-06,0.29076242446899414
2007-12-07,0.27151888608932495
2007-12-10,0.26874738931655884
2007-12-11,0.2530067265033722
2007-12-12,0.30158960819244385
2007-12-13,0.31520164012908936
2007-12-14,0.31120920181274414
2007-12-17,0.27311018109321594
2007-12-18,0.31236809492111206
2007-12-19,0.33745500445365906
2007-12-20,0.29749295115470886
2007-12-21,0.27439847588539124
2007-12-24,0.2563629746437073
2007-12-26,0.256910502910614
2007-12-27,0.2528412342071533
2007-12-28,0.2591977119445801
2007-12-31,0.25110191106796265
2008-01-02,0.2434021234512329
2008-01-03,0.27567988634109497
2008-01-04,0.25539299845695496
2008-01-07,0.2988211512565613
2008-01-08,0.37769538164138794
2008-01-09,0.3971482515335083
2008-01-10,0.4559001922607422
2008-01-11,0.4593249261379242
2008-01-14,0.45433419942855835
2008-01-15,0.3912045359611511
2008-01-16,0.5110947489738464
2008-01-17,0.5809482932090759
2008-01-18,0.5979037284851074
2008-01-22,0.5518662333488464
2008-01-23,0.622521162033081
2008-01-24,0.6658126711845398
2008-01-25,0.6302931308746338
2008-01-28,0.5954409837722778
2008-01-29,0.588732123374939
2008-01-30,0.5197283625602722
2008-01-31,0.5248939394950867
2008-02-01,0.4946989417076111
2008-02-04,0.42784690856933594
2008-02-05,0.38627710938453674
2008-02-06,0.3913670480251312
2008-02-07,0.4338614344596863
2008-02-08,0.5097270607948303
2008-02-11,0.463728666305542
2008-02-12,0.39492103457450867
2008-02-13,0.3868444859981537
2008-02-14,0.36726099252700806
2008-02-15,0.35879793763160706
2008-02-19,0.33188697695732117
2008-02-20,0.34518128633499146
2008-02-21,0.3704450726509094
2008-02-22,0.3559485077857971
2008-02-25,0.37192124128341675
2008-02-26,0.3833606541156769
2008-02-27,0.3823384940624237
2008-02-28,0.37767818570137024
2008-02-29,0.3534965515136719
2008-03-03,0.3665592670440674
2008-03-04,0.40736985206604004
2008-03-05,0.47089070081710815
2008-03-06,0.4144936203956604
2008-03-07,0.42013198137283325
2008-03-10,0.4259316027164459
2008-03-11,0.4113338589668274
2008-03-12,0.40471965074539185
2008-03-13,0.3929305672645569
2008-03-14,0.4270652234554291
2008-03-17,0.48131638765335083
2008-03-18,0.4716268479824066
2008-03-19,0.40818047523498535
2008-03-20,0.3926306366920471
2008-03-24,0.3464815020561218
2008-03-25,0.33891576528549194
2008-03-26,0.34431904554367065
2008-03-27,0.3428506851196289
2008-03-28,0.3451562821865082
2008-03-31,0.30926021933555603
2008-04-01,0.30553561449050903
2008-04-02,0.284686803817749
2008-04-03,0.29966771602630615
2008-04-04,0.29777994751930237
2008-04-07,0.2922495901584625
2008-04-08,0.28885382413864136
2008-04-09,0.285623162984848
2008-04-10,0.287659227848053
2008-04-11,0.27571436762809753
2008-04-14,0.28335580229759216
2008-04-15,0.30534711480140686
2008-04-16,0.2889224886894226
2008-04-17,0.2651713490486145
2008-04-18,0.26922494173049927
2008-04-21,0.25465959310531616
2008-04-22,0.25618183612823486
2008-04-23,0.2964250147342682
2008-04-24,0.2788574695587158
2008-04-25,0.3330751061439514
2008-04-28,0.30494222044944763
2008-04-29,0.2776782810688019
2008-04-30,0.26735419034957886
2008-05-01,0.29818031191825867
2008-05-02,0.2768777310848236
2008-05-05,0.3047996759414673
2008-05-06,0.28585806488990784
2008-05-07,0.27435630559921265
2008-05-08,0.29076749086380005
2008-05-09,0.2723355293273926
2008-05-12,0.2588561773300171
2008-05-13,0.25139573216438293
2008-05-14,0.24885837733745575
2008-05-15,0.26142311096191406
2008-05-16,0.27787670493125916
2008-05-19,0.24740663170814514
2008-05-20,0.2775545120239258
2008-05-21,0.2866325378417969
2008-05-22,0.32374101877212524
2008-05-23,0.34984683990478516
2008-05-27,0.3146567642688751
2008-05-28,0.2833358645439148
2008-05-29,0.28378206491470337
2008-05-30,0.28222301602363586
2008-06-02,0.24871233105659485
2008-06-03,0.2705281376838684
2008-06-04,0.2831035256385803
2008-06-05,0.2842111587524414
2008-06-06,0.24434658885002136
2008-06-09,0.2643895149230957
2008-06-10,0.36158064007759094
2008-06-11,0.3102561831474304
2008-06-12,0.3080277144908905
2008-06-13,0.35908642411231995
2008-06-16,0.4312300682067871
2008-06-17,0.3853152096271515
2008-06-18,0.33951565623283386
2008-06-19,0.33343178033828735
2008-06-20,0.33781003952026367
2008-06-23,0.3329984247684479
2008-06-24,0.345766544342041
2008-06-25,0.34044161438941956
2008-06-26,0.3185286521911621
2008-06-27,0.3358359634876251
2008-06-30,0.36117175221443176
2008-07-01,0.34958016872406006
2008-07-02,0.37539637088775635
2008-07-03,0.37453752756118774
2008-07-07,0.42465561628341675
2008-07-08,0.37481755018234253
2008-07-09,0.36973142623901367
2008-07-10,0.3582075238227844
2008-07-11,0.40336981415748596
2008-07-14,0.4448171555995941
2008-07-15,0.4060497283935547
2008-07-16,0.46065133810043335
2008-07-17,0.41169995069503784
2008-07-18,0.37358492612838745
2008-07-21,0.34484973549842834
2008-07-22,0.3720848262310028
2008-07-23,0.43449848890304565
2008-07-24,0.39878422021865845
2008-07-25,0.3808835744857788
2008-07-28,0.3495963215827942
2008-07-29,0.34326428174972534
2008-07-30,0.3517579436302185
2008-07-31,0.34213176369667053
2008-08-01,0.3478381335735321
2008-08-04,0.3469141721725464
2008-08-05,0.34471750259399414
2008-08-06,0.3116162121295929
2008-08-07,0.32125264406204224
2008-08-08,0.3146878778934479
2008-08-11,0.28950607776641846
2008-08-12,0.3128474950790405
2008-08-13,0.3026329576969147
2008-08-14,0.3115624487400055
2008-08-15,0.2874567210674286
2008-08-18,0.27656078338623047
2008-08-19,0.2802574336528778
2008-08-20,0.2822834849357605
2008-08-21,0.27886122465133667
2008-08-22,0.2739037871360779
2008-08-25,0.24635188281536102
2008-08-26,0.25159767270088196
2008-08-27,0.2437911033630371
2008-08-28,0.24206754565238953
2008-08-29,0.2376486361026764
2008-09-02,0.24330727756023407
2008-09-03,0.2870088219642639
2008-09-04,0.2948671877384186
2008-09-05,0.30496877431869507
2008-09-08,0.3555223345756531
2008-09-09,0.4224540591239929
2008-09-10,0.46245020627975464
2008-09-11,0.4621761441230774
2008-09-12,0.4475705027580261
2008-09-15,0.45771893858909607
2008-09-16,0.5246211886405945
2008-09-17,0.6110488176345825
2008-09-18,0.6310535669326782
2008-09-19,0.6826852560043335
2008-09-22,0.6523245573043823
2008-09-23,0.5992630124092102
2008-09-24,0.6266810297966003
2008-09-25,0.6233072876930237
2008-09-26,0.5732839703559875
2008-09-29,0.5975797176361084
2008-09-30,0.7176815271377563
2008-10-01,0.6843022108078003
2008-10-02,0.6619304418563843
2008-10-03,0.6825851202011108
2008-10-06,0.7460530996322632
2008-10-07,0.7529252767562866
2008-10-08,0.7537538409233093
2008-10-09,0.7649618983268738
2008-10-10,0.7579135298728943
2008-10-13,0.7741745114326477
2008-10-14,0.7263512015342712
2008-10-15,0.7431482076644897
2008-10-16,0.7465773224830627
2008-10-17,0.7711032032966614
2008-10-20,0.7548617124557495
2008-10-21,0.7285305261611938
2008-10-22,0.6906269788742065
2008-10-23,0.7076444625854492
2008-10-24,0.736131489276886
2008-10-27,0.7570205926895142
2008-10-28,0.7203279733657837
2008-10-29,0.6929723024368286
2008-10-30,0.7094645500183105
2008-10-31,0.6709285378456116
2008-11-03,0.6504737138748169
2008-11-04,0.5891965627670288
2008-11-05,0.5729776620864868
2008-11-06,0.5639737844467163
2008-11-07,0.5966061949729919
2008-11-10,0.5927945971488953
2008-11-11,0.5814160108566284
2008-11-12,0.5900601744651794
2008-11-13,0.5602055788040161
2008-11-14,0.6374281644821167
2008-11-17,0.6311501860618591
2008-11-18,0.6250818967819214
2008-11-19,0.6114094257354736
2008-11-20,0.6169333457946777
2008-11-21,0.6739377975463867
2008-11-24,0.682813823223114
2008-11-25,0.6529137492179871
2008-11-26,0.6575226187705994
2008-11-28,0.6174378395080566
2008-12-01,0.5684677362442017
2008-12-02,0.5600472688674927
2008-12-03,0.6067573428153992
2008-12-04,0.6182548403739929
2008-12-05,0.6127292513847351
2008-12-08,0.6036444902420044
2008-12-09,0.5546121001243591
2008-12-10,0.5561091899871826
2008-12-11,0.5315340757369995
2008-12-12,0.534777820110321
2008-12-15,0.5711783766746521
2008-12-16,0.5145925283432007
2008-12-17,0.5097265243530273
2008-12-18,0.47392377257347107
2008-12-19,0.43635931611061096
2008-12-22,0.39642617106437683
2008-12-23,0.4070850908756256
2008-12-24,0.3936813175678253
2008-12-26,0.3738144040107727
2008-12-29,0.31535017490386963
2008-12-30,0.3145381510257721
2008-12-31,0.38627541065216064
2009-01-02,0.3106951415538788
2009-01-05,0.3191148638725281
2009-01-06,0.3628452718257904
2009-01-07,0.39694398641586304
2009-01-08,0.3663322329521179
2009-01-09,0.3816775679588318
2009-01-12,0.3715563118457794
2009-01-13,0.36365705728530884
2009-01-14,0.40298065543174744
2009-01-15,0.38268810510635376
2009-01-16,0.44533300399780273
2009-01-20,0.45734256505966187
2009-01-21,0.4618905186653137
2009-01-22,0.44015106558799744
2009-01-23,0.4894241690635681
2009-01-26,0.4725169539451599
2009-01-27,0.42399922013282776
2009-01-28,0.370647132396698
2009-01-29,0.36574825644493103
2009-01-30,0.34495624899864197
2009-02-02,0.3416445255279541
2009-02-03,0.3562220633029938
2009-02-04,0.34397876262664795
2009-02-05,0.3329496383666992
2009-02-06,0.335704505443573
2009-02-09,0.2985268831253052
2009-02-10,0.3074047565460205
2009-02-11,0.3796287477016449
2009-02-12,0.3739057183265686
2009-02-13,0.3881455063819885
2009-02-17,0.34128695726394653
2009-02-18,0.3681570589542389
2009-02-19,0.38114574551582336
2009-02-20,0.36758139729499817
2009-02-23,0.39010316133499146
2009-02-24,0.39777785539627075
2009-02-25,0.39603191614151
2009-02-26,0.42438220977783203
2009-02-27,0.41396817564964294
2009-03-02,0.4457310736179352
2009-03-03,0.44813528656959534
2009-03-04,0.4614643156528473
2009-03-05,0.42307835817337036
2009-03-06,0.4486920237541199
2009-03-09,0.4957621693611145
2009-03-10,0.5012786388397217
2009-03-11,0.45921382308006287
2009-03-12,0.44545334577560425
2009-03-13,0.4405983090400696
2009-03-16,0.41730085015296936
2009-03-17,0.4324687123298645
2009-03-18,0.41098839044570923
2009-03-19,0.4504142701625824
2009-03-20,0.4306608736515045
2009-03-23,0.3661043345928192
2009-03-24,0.37665268778800964
2009-03-25,0.3934486508369446
2009-03-26,0.40574073791503906
2009-03-27,0.3790355920791626
2009-03-30,0.35493239760398865
2009-03-31,0.3503090739250183
2009-04-01,0.33210307359695435
2009-04-02,0.32554274797439575
2009-04-03,0.33917418122291565
2009-04-06,0.3215040862560272
2009-04-07,0.3326069116592407
2009-04-08,0.3038916289806366
2009-04-09,0.2960816025733948
2009-04-13,0.26560813188552856
2009-04-14,0.27967318892478943
2009-04-15,0.2840721905231476
2009-04-16,0.28604063391685486
2009-04-17,0.27614426612854004
2009-04-20,0.27465295791625977
2009-04-21,0.27999916672706604
2009-04-22,0.28968459367752075
2009-04-23,0.3007274568080902
2009-04-24,0.35382476449012756
2009-04-27,0.3364865183830261
2009-04-28,0.31123822927474976
2009-04-29,0.2980046272277832
2009-04-30,0.29888397455215454
2009-05-01,0.2946445941925049
2009-05-04,0.2728222906589508
2009-05-05,0.2583654820919037
2009-05-06,0.25328993797302246
2009-05-07,0.27475452423095703
2009-05-08,0.280865341424942
2009-05-11,0.3132900595664978
2009-05-12,0.28470927476882935
2009-05-13,0.29749763011932373
2009-05-14,0.29544246196746826
2009-05-15,0.2860243618488312
2009-05-18,0.2870021164417267
2009-05-19,0.30826443433761597
